"","AlignID","tmean","FoundIn","Name.1","MatchFactor.1","DB.Id.1","CAS.1","Formula.1","Name.2","MatchFactor.2","DB.Id.2","CAS.2","Formula.2","Name.3","MatchFactor.3","DB.Id.3","CAS.3","Formula.3","Name.4","MatchFactor.4","DB.Id.4","CAS.4","Formula.4","Name.5","MatchFactor.5","DB.Id.5","CAS.5","Formula.5","Name.6","MatchFactor.6","DB.Id.6","CAS.6","Formula.6","Name.7","MatchFactor.7","DB.Id.7","CAS.7","Formula.7","Name.8","MatchFactor.8","DB.Id.8","CAS.8","Formula.8","Name.9","MatchFactor.9","DB.Id.9","CAS.9","Formula.9","Name.10","MatchFactor.10","DB.Id.10","CAS.10","Formula.10","Cory_Mreu_Rep1_6262023_32","Cory_Mreu_Rep2_6262023_33","Strl_Rep1_6302023_20","Strl_Rep1_6302023_14","VialBlank_6262023_31"
"1627",1644,15.695,2,"2-Decanol, methyl ether","97.65"," 35724","1000333839","C11H24O","2-Methyl-2-decanol","97.52"," 35714","3396029","C11H24O","Methyl 16-methoxyheptadecanoate","97.50","127809","1000110182","C19H38O3","2-Hexanol, methyl ether","97.43","  7697","1000333920","C7H16O","2-Methyltetradecan-2-ol","97.35"," 73584","27570838","C15H32O","Methyl 15-methoxyhexadecanoate","97.32","119228","1000110179","C18H36O3","4-Methyl-2-pentanol, methyl ether","97.31","  7729","1000333935","C7H16O","Propanoic acid, 2-hydroxy-2-methyl-, methyl ester","97.28","  8044","2110783","C5H10O3","Propionic acid, 2-isopropoxy-, methyl ester","97.27"," 19762","1000151151","C7H14O3","2-Octanol, 2,6-dimethyl-","97.26"," 26667","18479577","C10H22O",0,0,0,0,0
"1628",1645,15.7875,2,"Triethylene glycol","84.72"," 21709","112276","C6H14O4","Triethylene glycol","82.72"," 21706","112276","C6H14O4","Triethylene glycol","82.16"," 21710","112276","C6H14O4","Tetraethylene glycol","81.42"," 50285","112607","C8H18O5","1,3-Diaminoguanidine","79.97","  2055","4364787","CH7N5","Tetraethylene glycol","79.93"," 50287","112607","C8H18O5","Pentaethylene glycol","79.28"," 79027","4792158","C10H22O6","Pentaethylene glycol","79.10"," 79028","4792158","C10H22O6","Pentaethylene glycol","78.74"," 79030","4792158","C10H22O6","Triethylene glycol","78.55"," 21708","112276","C6H14O4",0,0,0,0,0
"1629",1646,15.8177,112,"Cyclohexane, isothiocyanato-","98.60"," 17177","1122823","C7H11NS","Cyclohexane, isothiocyanato-","96.18"," 17179","1122823","C7H11NS","1,5-Octadiene, 7-methyl-3-(1-methylethyl)-","92.61"," 31701","74630129","C12H22","3,7-Decadiene, 2,9-dimethyl-","92.52"," 31665","74630130","C12H22","Cyclohexane, isothiocyanato-","92.20"," 17180","1122823","C7H11NS","Pyridine, 2,3,4,5-tetrahydro-","91.76","  1189","505180","C5H9N","1-Pentene, 3-ethyl-3-methyl-","91.60","  6183","6196607","C8H16","4-Hexen-2-one, 3,4-dimethyl-","91.57"," 10343","53252214","C8H14O","Cyclohexane, nitro-","91.46"," 11654","1122607","C6H11NO2","5-Hepten-2-one, 4,6-dimethyl-","91.32"," 16950","31162488","C9H16O",351646,113510,125017,108784,0
"1630",1647,15.8192,6,"Cyclohexane, isothiocyanato-","91.40"," 17180","1122823","C7H11NS","Cyclohexane, isothiocyanato-","89.96"," 17177","1122823","C7H11NS","Cyclobutanecarboxylic acid, 4-cyanophenyl ester","86.40"," 54495","1000307440","C12H11NO2","Cyclobutanecarboxylic acid, 4-nitrophenyl ester","86.23"," 67932","1000307442","C11H11NO4","4-Hexen-3-one, 4-methyl-","85.39","  5933","52883780","C7H12O","Cyclobutanecarboxylic acid, pent-2-en-4-ynyl ester","85.21"," 30088","1000299130","C10H12O2","Cyclobutanecarboxylic acid, 2-propenyl ester","85.01"," 16794","1000282603","C8H12O2","1-Azabicyclo[3.1.0]hexane","84.86","  1176","285767","C5H9N","Cyclobutanecarboxylic acid, phenyl ester","84.83"," 37843","30466310","C11H12O2","Cyclobutanecarboxylic acid, 2-methylphenyl ester","84.78"," 46909","1000293706","C12H14O2",0,256658,0,0,0
"1631",1648,15.8229,7,"Isoamyl cyanide","95.88","  2683","542541","C6H11N","5-Hexenenitrile, 2-methyl-","95.73","  5104","30316008","C7H11N","Oxalic acid, cyclobutyl hexyl ester","95.48"," 73059","1000309697","C12H20O4","Zinc, allyl-crotyl-","95.24"," 27988","1000157413","C7H12Zn","1,5-Octadiene, 7-methyl-3-(1-methylethyl)-","94.48"," 31701","74630129","C12H22","2-Propenoic acid, 2-propenyl ester","94.19","  5823","999553","C6H8O2","Zinc, [(1,2,3-.eta.)-2-butenyl][(1,2,3-.eta.)-2-methyl-2-propenyl]-","94.00"," 37126","74811135","C8H14Zn","1-Butanol, 2-nitro-","93.89","  8300","609314","C4H9NO3","3-Hexen-1-ol, 2-ethyl-","93.83"," 11336","53907736","C8H16O","3,7-Decadiene, 2,9-dimethyl-","93.59"," 31665","74630130","C12H22",0,0,0,0,366299
"1632",1649,15.815,2,"2-Propenoic acid, 2-methoxyethyl ester","86.19"," 12066","3121617","C6H10O3","2-Propenamide, N,N-diethyl-","81.68"," 10747","2675947","C7H13NO","2-Propenoic acid, 2-hydroxypropyl ester","81.09"," 12069","999611","C6H10O3","2-Propenoic acid, methyl ester","79.73","  1547","96333","C4H6O2","2-Propenoic acid, methyl ester","79.72","  1548","96333","C4H6O2","5-[3-Butenoxy]-6-methoxy-4-methyl-8-nitroquinoline","79.54","111435","108190450","C15H16N2O4","2-Propenoic acid, methyl ester","79.48","  1550","96333","C4H6O2","2-Propenoic acid, methyl ester","79.35","  1549","96333","C4H6O2","2-Propenoic acid, 2-hydroxypropyl ester","79.07"," 12067","999611","C6H10O3","2-Propenoic acid, ethyl ester","78.92","  3398","140885","C5H8O2",0,0,0,0,0
"1633",1650,15.823,5,"4-Amino-5-methyl-2(1H)-pyrimidinethione","90.16"," 17078","7390569","C5H7N3S","5,9(1H,6H)-Benzocyclooctenedione, octahydro-7,7-dimethyl-","88.50"," 69038","18766900","C14H22O2","1-(1-Butoxypropan-2-yloxy)propan-2-yl 2-methylbut-2-enoate","88.19","101421","1000367110","C15H28O4","N-Isobutyl-10-(1-isobutenylcarbonyloxy)-2(E),6(Z),8(E)-decatrienamide","86.32","130573","1000106159","C19H29NO3","cis-4,4-Dimethylbicyclo(6.3.0)undecane-2,6-dione","85.60"," 59565","68181806","C13H20O2","3-(1-Amino-ethylidene)-furan-2,4-dione","85.17"," 17091","1000300941","C6H7NO3","Morpholine, 4-(2-methyl-1-propenyl)-","81.26"," 17254","2403556","C8H15NO","Tetrahydropyrrolo[2,1-c][1,4]oxazin-4-one","80.99"," 17147","101250377","C7H11NO2","Propane-1,3-diyl bis((E)-2-methylbut-2-enoate)","80.85"," 80613","1000373729","C13H20O4","Cyclohexane, isothiocyanato-","79.34"," 17180","1122823","C7H11NS",0,0,0,0,267497
"1634",1651,15.8312,4,"1-Butanol, 2-methyl-, propanoate","94.73"," 18811","2438202","C8H16O2","Propanoic acid, pentyl ester","93.99"," 18782","624544","C8H16O2","1-Butanol, 2-methyl-, propanoate","93.79"," 18809","2438202","C8H16O2","2-Pentanol, propanoate","93.20"," 18724","54004432","C8H16O2","Methyl-(9-oxa-bicyclo[3.3.1]non-6-en-2-yl)-amine","93.02"," 23970","63827190","C9H15NO","1-Butanol, 3-methyl-, propanoate","92.01"," 18810","105680","C8H16O2","1-Butanol, 3-methyl-, propanoate","91.53"," 18806","105680","C8H16O2","1-Butanol, 3-methyl-, propanoate","91.38"," 18812","105680","C8H16O2","Propanoic acid, 2,2-dimethyl-, 2-ethylhexyl ester","91.32"," 63650","16387181","C13H26O2","2,3-Dihydrooxazole, 2-t-butyl-3-pivaloyl-","90.96"," 61552","1000195550","C12H21NO2",0,0,0,0,0
"1635",1652,15.8561,19,"Amantadine","99.29"," 22150","768945","C10H17N","1-Butanol, 2-[[(1-methyl-1H-pyrrol-2-yl)methyl]amino]-","99.06"," 41893","1000319579","C10H18N2O","Amantadine","98.74"," 22147","768945","C10H17N","Amantadine","98.56"," 22146","768945","C10H17N","Amantadine","98.54"," 22149","768945","C10H17N","Amantadine","98.28"," 22148","768945","C10H17N","Carbonic acid, pentadecyl phenyl ester","98.11","146619","1000314579","C22H36O3","Carbonic acid, decyl phenyl ester","97.98","105124","1000314574","C17H26O3","Carbonic acid, pentyl phenyl ester","97.91"," 59303","1000314569","C12H16O3","Benzene, (1-methylpropoxy)-","97.91"," 21355","10574171","C10H14O",19412,0,0,0,0
"1636",1653,15.845,2,"Benzene, [(1-methyl-2-propenyl)oxy]-","90.54"," 20436","22509780","C10H12O","Benzene, (2-butenyloxy)-","90.37"," 20371","14503583","C10H12O","Carbonic acid, phenyl undec-10-enyl ester","88.51","112813","1000314575","C18H26O3","Benzene, (1,2-dimethylpropoxy)-","86.54"," 30216","62338265","C11H16O","Benzene, (2,2-dimethylpropoxy)-","86.46"," 30215","2189880","C11H16O","Heptanamide, 2-hydroxy-2-pentyl-N-(2-pyridyl)-","85.89","114028","1000266295","C17H28N2O2","Carbonic acid, octadecyl phenyl ester","85.78","162716","1000314581","C25H42O3","Carbonic acid, hexadecyl phenyl ester","85.68","152717","1000314580","C23H38O3","Carbonic acid, neopentyl phenyl ester","85.55"," 59318","13183192","C12H16O3","Carbonic acid, nonyl phenyl ester","84.92"," 96042","1000314573","C16H24O3",0,0,0,0,0
"1637",1654,16.0213,59,"1,3-Dioxolane-2-methanol","98.40","  4339","5694688","C4H8O3","2,2'-Bi-1,3-dioxolane","98.26"," 19613","6705891","C6H10O4","1,3-Dioxolane, 2-heptyl-","98.21"," 35399","4359573","C10H20O2","2,2'-Bi-1,3-dioxolane","98.19"," 19615","6705891","C6H10O4","1,3-Dioxolane, 2-pentadecyl-","98.19","109054","4360570","C18H36O2","1,3-Dioxolane, 2-(6-heptynyl)-","98.11"," 32703","25595828","C10H16O2","2-Methoxy-1,3-dioxolane","98.10","  4337","19693755","C4H8O3","Acetic acid, 3-[1,3]dioxolan-2-ylpropyl ester","98.10"," 37093","1000186023","C8H14O4","1,3-Dioxolane, 2-butyl-","98.02"," 12157","4360763","C7H14O2","2,2'-Trimethylenebis-1,3-dioxolane","98.01"," 46055","6543040","C9H16O4",40714,52300,0,21490,0
"1638",1655,15.943,64,"1,3,5-Triazine, 2,4,6-triphenyl-","97.52","124596","493776","C21H15N3","Ketone, methyl 2-methyl-1,3-oxothiolan-2-yl","97.48"," 19601","33266067","C6H10O2S","2-(1-Hydroxyethyl)-2-methyl-1,3-oxathiolane","96.86"," 20640","107903377","C6H12O2S","2,2'-Bi-1,3-oxathiolane, 2-methyl-","96.77"," 48503","117239017","C7H12O2S2","1,3,5-Triazine, 2,4,6-triphenyl-","96.60","124597","493776","C21H15N3","1,3,5-Triazine, 2,4,6-triphenyl-","96.00","124599","493776","C21H15N3","1,3,5-Triazine, 2,4,6-triphenyl-","95.97","124600","493776","C21H15N3","Bis-S-triazolo[4,3-b,3',4'-f]pyridazine, 3,3'-diphenyl-","95.91","126048","7190990","C18H12N6","1,2,3-Propanetriol, 1-acetate","95.62"," 13634","106616","C5H10O4","Pregn-4,9(11)-dien-17,21-diol-3-one, 20,20-ethylenedioxy-","95.59","161878","1000128335","C23H32O5",66400,79709,24991,19282,43772
"1639",1656,16.012,30,"Glycerol 1,2-diacetate","95.72"," 38175","102625","C7H12O5","Pregn-4,9(11)-dien-17,21-diol-3-one, 20,20-ethylenedioxy-","94.59","161878","1000128335","C23H32O5","Isobutyl (1-((1-methoxypropan-2-yl)oxy)propan-2-yl) carbonate","93.64"," 85623","1000378288","C12H24O5","1,1,2-Triacetoxyethane","93.13"," 56966","2983359","C8H12O6","1,2,3-Propanetriol, 1-acetate","92.59"," 13634","106616","C5H10O4","Glycerol 1,2-diacetate","91.66"," 38174","102625","C7H12O5","Ketone, methyl 2-methyl-1,3-oxothiolan-2-yl","90.49"," 19601","33266067","C6H10O2S","Glycerol 1,2-diacetate","90.32"," 38176","102625","C7H12O5","1,3,5-Triazine, 2,4,6-triphenyl-","90.10","124596","493776","C21H15N3","2-(1-Hydroxyethyl)-2-methyl-1,3-oxathiolane","89.91"," 20640","107903377","C6H12O2S",0,0,0,0,0
"1640",1657,15.9603,17,"Hexadecanoic acid, 3-hydroxy-, methyl ester","82.09","110452","51883364","C17H34O3","Decane, 1,1-diethoxy-","81.63"," 74637","34764028","C14H30O2","Octadecanoic acid, 3-hydroxy-, methyl ester","81.40","127822","2420362","C19H38O3","Isovaleric acid, tetracosyl ester","81.02","173267","1000414237","C29H58O2","Methyl 3-hydroxydodecanoate","80.75"," 74524","72864234","C13H26O3","Butanedioic acid, 2-hydroxy-2-methyl-, (S)-","80.73"," 20607","6236095","C5H8O5","Undecanoic acid, 3-hydroxy-, methyl ester","80.61"," 64665","129758710","C12H24O3","Decanoic acid, 3-hydroxy-, methyl ester","80.30"," 54922","56618587","C11H22O3","Decanoic acid, 3-hydroxy-, methyl ester","80.26"," 54921","56618587","C11H22O3","Octadecyl 2-methylbutanoate","80.22","149197","1000372730","C23H46O2",0,0,0,0,0
"1641",1658,15.95,23,"2-Benzyl-2-methyl-1,3-oxathiolane","92.82"," 49673","17642772","C11H14OS","3,5,7-Triphenyl-1-azaadamantane-4,6-dione","88.15","163419","137628752","C27H23NO2","Azete, 2,3-dihydro-4-phenyl-","85.88"," 12730","33720740","C9H9N","Azete, 2,3-dihydro-4-phenyl-","84.99"," 12729","33720740","C9H9N","Pregn-4,9(11)-dien-17,21-diol-3-one, 20,20-ethylenedioxy-","84.90","161878","1000128335","C23H32O5","Glycerol 1,2-diacetate","83.53"," 38175","102625","C7H12O5","3-Phenyl-1-aza-bicyclo[1.1.0]butane","83.44"," 12735","17945947","C9H9N","1,3,6-Trioxaspiro[4.5]decane-8,9,10-triiol, 2,2-dimethyl-, 10-p-toluenesulfonate","82.37","157110","1000197531","C16H22O8S","Ketone, methyl 2-methyl-1,3-oxothiolan-2-yl","81.88"," 19601","33266067","C6H10O2S","1,2,3-Propanetriol, 1-acetate","81.81"," 13634","106616","C5H10O4",0,68765,0,0,0
"1642",1659,15.9575,14,"4-Oxononanal","96.25"," 25999","1000314104","C9H16O2","2H-Thiopyran, 3,4-dihydro-","85.76","  3435","13042803","C5H8S","3-Oxohexyl 3-methylbutanoate","83.88","184167","3040939-92-9","C11H20O3","3-Heptanone, 1,1-diethoxy-","81.00"," 54896","51149690","C11H22O3","4-Methyl-5-nonanone","80.05"," 25468","35900266","C10H20O","3,5-Octanedione, 2,4,7-trimethyl-","77.88"," 43178","1000162737","C11H20O2","2-Thiopheneacetamide, N,N-didecyl-","77.59","170174","1000308144","C26H47NOS","Sulfurous acid, hexyl pentyl ester","77.12"," 77789","1000309141","C11H24O3S","2,5-Hexanedione, 3,4-dimethyl-","76.78"," 17788","25234791","C8H14O2","Succinic acid, tridec-2-yn-1-yl tetrahydrofurfuryl ester","76.57","159138","1000390729","C22H36O5",0,0,0,0,0
"1643",1660,15.965,7,"2-Benzyl-2-methyl-1,3-oxathiolane","77.84"," 49673","17642772","C11H14OS","Glycerol 1,2-diacetate","77.55"," 38175","102625","C7H12O5","Pregn-4,9(11)-dien-17,21-diol-3-one, 20,20-ethylenedioxy-","76.84","161878","1000128335","C23H32O5","1,3,6-Trioxaspiro[4.5]decane-8,9,10-triiol, 2,2-dimethyl-, 10-p-toluenesulfonate","75.43","157110","1000197531","C16H22O8S","Glycerol 1,2-diacetate","75.00"," 38174","102625","C7H12O5","Butanedioic acid, 2-hydroxy-2-methyl-, (S)-","74.83"," 20607","6236095","C5H8O5","3-(Methoxymethoxy)butanoic acid","74.79"," 20656","1086255733","C6H12O4","1,2,3-Propanetriol, 1-acetate","74.73"," 13634","106616","C5H10O4","Glycerol 1,2-diacetate","74.64"," 38176","102625","C7H12O5","3,5,7-Triphenyl-1-azaadamantane-4,6-dione","74.63","163419","137628752","C27H23NO2",47316,0,0,0,0
"1644",1661,16.0233,9,"Butyl 17-hydroxy-3,6,9,12,15-pentaoxaheptadecan-1-oate","93.24","147856","1000366830","C16H32O8","Butyl 14-hydroxy-3,6,9,12-tetraoxatetradecan-1-oate","93.06","123588","1000366829","C14H28O7","Butyl 20-hydroxy-3,6,9,12,15,18-hexaoxaicosan-1-oate","92.79","163943","1000366831","C18H36O9","Butyl 23-hydroxy-3,6,9,12,15,18,21-heptaoxatricosan-1-oate","91.94","173401","1000366832","C20H40O10","2-[2-[2-Methoxyethoxy]ethoxy-1,3-dioxalane","91.71"," 48547","74733996","C8H16O5","2-[2-[2-Methoxyethoxy]ethoxy-1,3-dioxalane","88.73"," 48546","74733996","C8H16O5","2-Propanone, 1-(1,3-dioxolan-2-yl)-","88.37"," 12052","767044","C6H10O3","Ethane, 1,1-diethoxy-","88.33","  8103","105577","C6H14O2","2-Methoxy-1,3-dioxolane","88.14","  4337","19693755","C4H8O3","3-Methoxy-3-methylbutanol","87.44","  8116","56539663","C6H14O2",0,0,24486,0,0
"1645",1662,15.906,5,"2-Benzyl-2-methyl-1,3-oxathiolane","94.49"," 49673","17642772","C11H14OS","3,5,7-Triphenyl-1-azaadamantane-4,6-dione","91.53","163419","137628752","C27H23NO2","Azete, 2,3-dihydro-4-phenyl-","90.73"," 12730","33720740","C9H9N","Azete, 2,3-dihydro-4-phenyl-","89.92"," 12729","33720740","C9H9N","3-Phenyl-1-aza-bicyclo[1.1.0]butane","86.95"," 12735","17945947","C9H9N","1,3,5-Triazine, 2,4,6-triphenyl-","85.90","124596","493776","C21H15N3","Pregn-4,9(11)-dien-17,21-diol-3-one, 20,20-ethylenedioxy-","85.90","161878","1000128335","C23H32O5","Ketone, methyl 2-methyl-1,3-oxothiolan-2-yl","85.61"," 19601","33266067","C6H10O2S","1,3,5-Triazine, 2,4,6-triphenyl-","85.25","124597","493776","C21H15N3","2-(1-Hydroxyethyl)-2-methyl-1,3-oxathiolane","85.06"," 20640","107903377","C6H12O2S",0,0,0,0,0
"1646",1663,16.2037,8,"(3-[1,3]Dioxolan-2-yl-6-nitro-benzo[d]isoxazol-4-ylsulfanyl)-acetic acid methyl ester","85.60","141880","1000276050","C13H12N2O7S","1,3-Dioxolane-2-methanol","85.21","  4339","5694688","C4H8O3","1,3-Dioxolane, 2-(6-heptynyl)-","85.17"," 32703","25595828","C10H16O2","1,3-Dioxolane, 2-pentadecyl-","85.13","109054","4360570","C18H36O2","1,3-Dioxolane, 2-heptyl-","85.09"," 35399","4359573","C10H20O2","4-[1,3]Dioxolan-2-yl-3,4-dimethyl-cyclohex-2-enone","85.05"," 51197","54710166","C11H16O3","2,2'-Bi-1,3-dioxolane","85.00"," 19613","6705891","C6H10O4","2,2'-Bi-1,3-dioxolane","84.97"," 19615","6705891","C6H10O4","1,3-Dioxolane, 2-(1-methylpropyl)-","84.92"," 12238","14447257","C7H14O2","Acetic acid, 3-[1,3]dioxolan-2-ylpropyl ester","84.88"," 37093","1000186023","C8H14O4",0,0,0,0,0
"1647",1664,16.0979,7,"Benzeneacetic acid","98.97"," 14725","103822","C8H8O2","Benzeneacetic acid","98.90"," 14722","103822","C8H8O2","Benzeneacetic acid","98.85"," 14724","103822","C8H8O2","Benzeneacetic acid","98.69"," 14726","103822","C8H8O2","3-Oxo-4-phenylbutyronitrile","98.69"," 27328","19212272","C10H9NO","9-.alpha.-[2,3,5-O-Tribenzyl-d-arabinosyl]adenine","98.10","181263","1000129821","C31H31N5O4","Propanedioic acid, phenyl-","97.92"," 41258","2613890","C9H8O4","9-.beta.-[2,3,5-Tri-O-benzyl-d-arabinofuranosyl]adenine","97.75","181264","1000129845","C31H31N5O4","Benzamide, 4-(3-benzyloxybenzylidenamino)-","97.58","137011","303768754","C21H18N2O2","benzoic acid, 2,5-bis(phenylmethoxy)-, phenylmethyl ester","97.36","170714","1000402790","C28H24O4",0,11244,0,0,0
"1648",1665,15.96,8,"2-Benzyloxy-3-hydroxysuccinic acid, dimethyl ester","96.73"," 98179","1000196476","C13H16O6","6H-Pyridazino[1,6-a]quinoxaline-2,3,4-tricarboxylic acid, 4a,5-dihydro-4a-hydroxy-5-oxo-6-(phenylmethyl)-, trimethyl ester","96.41","178184","37922002","C24H21N3O8","N-Benzyl-N-[1-methyl-2-(2-phenyl-[1,3]dithian-2-yl)-ethyl]-4-toluensulfonamide","95.36","179611","1000287458","C27H31NO2S3","2-Benzylthio-6-phenylimidazo[2,1-b][1,3,4]thiadiazole","94.73","132592","97406887","C17H13N3S2","2-O-Benzyl-.alpha.-d-glucose","94.62"," 99552","1000127166","C13H18O6","Benzadehyde O-benzyloxime","94.40"," 61664","1000144837","C14H13NO","Sulfoxide, methyl phenethyl","94.18"," 33652","7714321","C9H12OS","1-Pentanol, (2S)-2-[N-(benzyloxycarbonyl-(S)-phenylalanyl)amino]-4-methyl-","93.84","164650","1000162487","C23H30N2O4","1-Pentanol,(2S)-2-[N-(benzyloxycarbonyl-(R)-phenylalanyl)amino]-4-methyl-","93.74","164649","1000162493","C23H30N2O4","Pyrido[3',2'","93.63","158886","1000318978","C21H21N3O2S",0,0,0,0,66989
"1649",1666,15.975,7,"Pregn-4,9(11)-dien-17,21-diol-3-one, 20,20-ethylenedioxy-","94.98","161878","1000128335","C23H32O5","Glycerol 1,2-diacetate","94.74"," 38175","102625","C7H12O5","Ketone, methyl 2-methyl-1,3-oxothiolan-2-yl","93.66"," 19601","33266067","C6H10O2S","2-(1-Hydroxyethyl)-2-methyl-1,3-oxathiolane","93.14"," 20640","107903377","C6H12O2S","1,3,5-Triazine, 2,4,6-triphenyl-","92.64","124596","493776","C21H15N3","2,2'-Bi-1,3-oxathiolane, 2-methyl-","92.51"," 48503","117239017","C7H12O2S2","1,2,3-Propanetriol, 1-acetate","92.10"," 13634","106616","C5H10O4","1,1,2-Triacetoxyethane","92.08"," 56966","2983359","C8H12O6","1,3,5-Triazine, 2,4,6-triphenyl-","91.78","124597","493776","C21H15N3","1-((1-Butoxypropan-2-yl)oxy)propan-2-yl isobutyl carbonate","91.70","112581","1000378306","C15H30O5",0,0,0,0,0
"1650",1667,16.009,5,"Butyl 14-hydroxy-3,6,9,12-tetraoxatetradecan-1-oate","93.43","123588","1000366829","C14H28O7","Butyl 17-hydroxy-3,6,9,12,15-pentaoxaheptadecan-1-oate","93.32","147856","1000366830","C16H32O8","Butyl 20-hydroxy-3,6,9,12,15,18-hexaoxaicosan-1-oate","92.91","163943","1000366831","C18H36O9","Butyl 23-hydroxy-3,6,9,12,15,18,21-heptaoxatricosan-1-oate","92.39","173401","1000366832","C20H40O10","Isobutyl (1-((1-methoxypropan-2-yl)oxy)propan-2-yl) carbonate","88.52"," 85623","1000378288","C12H24O5","[5-Hydroxymethyl)-1,3-dioxolan-4-yl]methanol","83.76"," 13642","1000411619","C5H10O4","1,4-Dioxane-2,3-diol, diacetate","81.18"," 56967","15874267","C8H12O6","Butyl 2-(2-(2-ethoxyethoxy)ethoxy)acetate","80.06"," 85619","1000366775","C12H24O5","2-Hydroxy-3-methoxy-succinic acid, dimethyl ester","78.79"," 48523","72718991","C7H12O6","d-Idonic acid dimethylamide","78.57"," 70073","1000127514","C8H17NO6",0,0,0,0,0
"1651",1668,16.1163,4,"4-(Benzyloxy)-5-methoxy-2-nitrobenzoic acid","98.70","120729","60547924","C15H13NO6","Coumarin, 6-benzyloxy-3,4-dihydro-4,4-dimethyl-7-nitro-","98.66","134913","1000129260","C18H17NO5","Methanone, [2-hydroxy-4-(phenylmethoxy)phenyl]phenyl-","98.64","121574","6079761","C20H16O3","3-(2,5-Bis(benzyloxy)phenyl)-2-formylaminoacrylic acid, benzyl ester","98.62","179324","1000191982","C31H27NO5","Isoquinoline, 1-benzyl-7,3',4'-tribenzyloxy-3,4-dihydro-6-methoxy-","98.62","182058","1000116370","C38H35NO4","3-[2,4-Bis(benzyloxy)phenyl]-2-formylaminoacrylic acid, benzyl ester","98.61","179325","1000192177","C31H27NO5","2,5-Dibenzyloxynitrobenzene","98.60","139734","51792859","C20H17NO4","N-Benzyl-N-methyl-5,7-dinitro-2,1,3-benzoxadiazol-4-amine","98.60","136147","1000387185","C14H11N5O5","2,6-Dibenzyloxybenzonitrile","98.59","128474","1000341234","C21H17NO2","Acetic acid 7-benzyloxy-2,4-dimethyl-2,3-dihydro-1,9-dioxa-cyclopenta[b]naphthalen-9a-yl ester","98.59","153933","1000278128","C22H22O5",0,0,0,0,0
"1652",1669,15.915,2,"Piperidin-2-one, 6-(4-benzyloxy-3-methoxyphenyl)-5-nitro-","98.61","149707","1000303291","C19H20N2O5","Benzonitrile, 2-(4-benzyloxybenzylidenamino)-","98.49","126610","303212079","C21H16N2O","Isoquinoline, 1,2-dihydro-7-benzyloxy-6-methoxy-2-phenyl-1-(3,5-dibenzyloxybenylidene)-","98.48","183081","1000124429","C44H37NO4","Carbamic acid, N-(2-benzyl-3-oxo-4-isoxazolidinyl)-, benzyl ester","98.48","134175","28832033","C18H18N2O4","Isoquinoline, 1-benzyl-7,3',4'-tribenzyloxy-3,4-dihydro-6-methoxy-","98.44","182058","1000116370","C38H35NO4","Acetic acid 7-benzyloxy-2,4-dimethyl-2,3-dihydro-1,9-dioxa-cyclopenta[b]naphthalen-9a-yl ester","98.43","153933","1000278128","C22H22O5","4-Benzyloxy.beta.-methyl-.beta.-nitrostyrene","98.43"," 99235","7176387","C16H15NO3","Coumarin, 6-benzyloxy-3,4-dihydro-4,4-dimethyl-5-nitro-","98.43","134914","1000129257","C18H17NO5","Methyl .alpha.-d-galactoside, 4,6-dimercapto-4,6-dideoxy-2,3,4,6-O,O,S,S-tetrabenzyl-","98.42","182367","1000211321","C35H38O4S2","6-(3-Benzyloxy-phenyl)-5-nitro-piperidin-2-one","98.42","134158","1000275330","C18H18N2O4",0,0,0,0,0
"1653",1670,16.2183,3,"1-Propene-1-thiol","97.54","   765","925893","C3H6S","Octanal, 7-methoxy-3,7-dimethyl-","97.52"," 44482","3613307","C11H22O2","9,19-Cyclolanostan-24-one, 3-acetoxy-25-methoxy-","97.38","180513","1000194001","C33H54O4","Isopropyl 5,11-dihydroxy-3,7,11-trimethyl-2-dodecenoate","97.25","127736","1000223341","C18H34O4","1,3-Dioxolane, 2-(1,1-dimethylethyl)-","97.22"," 12258","2568298","C7H14O2","1,3-Dioxolane, 2-(1-methylpropyl)-","97.20"," 12238","14447257","C7H14O2","1,3-Dioxolane, 2-pentadecyl-","97.19","109054","4360570","C18H36O2","5-(2-Methoxypropan-2-yl)-2-methyl-2-vinyltetrahydrofuran","97.06"," 43276","126657189","C11H20O2","2,2'-Bi-1,3-dioxolane","97.05"," 19615","6705891","C6H10O4","4-[1,3]Dioxolan-2-yl-3,4-dimethyl-cyclohex-2-enone","96.98"," 51197","54710166","C11H16O3",0,0,0,0,0
